product_id,product_name,category,subcategory,cost_price,profit,selling_price
P00818,Drawer Unit,Home,Storage,3715,1016.29,4731.29
P00819,Laundry Basket,Home,Storage,2614,777.65,3391.65
P00820,Training Cones,Sports,Football,603,123.98,726.98
P00821,Fitbit Sense 2,Electronics,Smartwatch,24884,8237.57,33121.57
P00822,Body Mist,Beauty,Fragrance,3199,1142.83,4341.83
P00823,Hooded Jacket,Clothing,Jacket,5825,1391.39,7216.39
P00824,Oxford Shirt,Clothing,Shirt,2073,463.79,2536.79
P00825,Bike Pump,Sports,Cycling,2456,754.46,3210.46
P00826,Mascara,Beauty,Makeup,664,207.94,871.94
P00827,Body Wash,Beauty,Personal Care,902,184.45,1086.45
P00828,Bomber Jacket,Clothing,Jacket,2449,816.1,3265.1
P00829,Kickboard,Sports,Swimming,3045,615.57,3660.57
P00830,Bookshelf,Home,Furniture,25431,5929.52,31360.52
P00831,Round Neck T-Shirt,Clothing,T-Shirt,814,264.49,1078.49
P00832,Face Razor,Beauty,Personal Care,438,138.49,576.49
P00833,Hand Cream,Beauty,Personal Care,782,262.15,1044.15
P00834,Shampoo,Beauty,Haircare,1449,527.29,1976.29
P00835,V-Neck T-Shirt,Clothing,T-Shirt,1638,481.34,2119.34
P00836,Body Mist,Beauty,Fragrance,2173,1011.01,3184.01
P00837,Bedsheet,Home,Bedding,1737,328.41,2065.41
P00838,Denim Jacket,Clothing,Jacket,4726,1680.12,6406.12
P00839,Canvas Painting,Home,Decor,1439,431.8,1870.8
P00840,iPad Air,Electronics,Tablet,23288,2572.63,25860.63
P00841,Denim Shirt,Clothing,Shirt,2740,670.86,3410.86
P00842,Football,Sports,Football,4588,1565.82,6153.82
P00843,Blanket,Home,Bedding,1835,338.09,2173.09
P00844,Skinny Jeans,Clothing,Jeans,2019,638.97,2657.97
P00845,Sneakers,Clothing,Shoes,5108,1162.91,6270.91
P00846,Moisturizer,Beauty,Skincare,1810,720.76,2530.76
P00847,Boots,Clothing,Shoes,5391,1302.16,6693.16
P00848,Boat Rockerz 550,Electronics,Headphones,8582,3231.83,11813.83
P00849,Bomber Jacket,Clothing,Jacket,2762,985.18,3747.18
P00850,Leather Jacket,Clothing,Jacket,5774,1304.95,7078.95
P00851,Wooden Chair,Home,Furniture,26815,11669.71,38484.71
P00852,Deodorant,Beauty,Fragrance,1582,781.25,2363.25
P00853,Samsung Galaxy S24,Electronics,Smartphone,44093,7720.21,51813.21
P00854,Graphic T-Shirt,Clothing,T-Shirt,1394,337.57,1731.57
P00855,Photo Frame,Home,Decor,4645,1178.49,5823.49
P00856,Mattress Protector,Home,Bedding,3855,1331.61,5186.61
P00857,JBL Tune 770NC,Electronics,Headphones,10301,3359.32,13660.32
P00858,Body Mist,Beauty,Fragrance,288,98.32,386.32
P00859,Pool Towel,Sports,Swimming,435,100.74,535.74
P00860,Football Boots,Sports,Football,4526,1047.37,5573.37
P00861,Swim Cap,Sports,Swimming,1847,453.52,2300.52
P00862,Loafers,Clothing,Shoes,4216,1178.43,5394.43
P00863,Office Desk,Home,Furniture,25708,7831.99,33539.99
P00864,Apple Watch Series 10,Electronics,Smartwatch,4687,1279.69,5966.69
P00865,Cricket Ball,Sports,Cricket,1794,285.23,2079.23
P00866,Face Wash,Beauty,Skincare,239,81.95,320.95
P00867,Denim Jacket,Clothing,Jacket,2344,863.36,3207.36
P00868,Bike Pump,Sports,Cycling,8087,1952.51,10039.51
P00869,V-Neck T-Shirt,Clothing,T-Shirt,486,171.31,657.31
P00870,Body Wash,Beauty,Personal Care,1352,408.34,1760.34
P00871,Vitamin C Serum,Beauty,Skincare,2081,972.66,3053.66
P00872,Mountain Bike,Sports,Cycling,3195,726.86,3921.86
P00873,Kickboard,Sports,Swimming,3883,1062.45,4945.45
P00874,Plastic Storage Box,Home,Storage,2853,588.24,3441.24
P00875,Round Neck T-Shirt,Clothing,T-Shirt,2091,454.59,2545.59
P00876,Microsoft Surface Go,Electronics,Tablet,31758,4784.26,36542.26
P00877,Cricket Bat,Sports,Cricket,2834,548.78,3382.78
P00878,Pillow,Home,Bedding,5320,1521.47,6841.47
P00879,Mixer Grinder,Home,Kitchen,9467,2132.97,11599.97
P00880,Sony WH-1000XM5,Electronics,Headphones,5968,1612.82,7580.82
P00881,Dell Inspiron 15,Electronics,Laptop,25850,4084.61,29934.61
P00882,Round Neck T-Shirt,Clothing,T-Shirt,1080,317.1,1397.1
P00883,Sony WH-1000XM5,Electronics,Headphones,3724,859.87,4583.87
P00884,Mixer Grinder,Home,Kitchen,4357,1524.56,5881.56
P00885,Wardrobe Organizer,Home,Storage,3628,911.21,4539.21
P00886,Sunscreen,Beauty,Skincare,342,163.36,505.36
P00887,Mattress Protector,Home,Bedding,7314,2095.28,9409.28
P00888,OnePlus 13,Electronics,Smartphone,47464,12865.23,60329.23
P00889,JBL Tune 770NC,Electronics,Headphones,5791,1433.25,7224.25
P00890,Stumps,Sports,Cricket,7617,2536.41,10153.41
P00891,Running Shoes,Clothing,Shoes,4303,1015.39,5318.39
P00892,Relaxed Fit Jeans,Clothing,Jeans,2204,485.49,2689.49
P00893,Electric Trimmer,Beauty,Personal Care,523,201.79,724.79
P00894,Shoe Rack,Home,Storage,991,212.73,1203.73
P00895,Google Pixel 9,Electronics,Smartphone,25682,4677.08,30359.08
P00896,Garmin Venu 3,Electronics,Smartwatch,16391,5550.73,21941.73
P00897,Dumbbells,Sports,Gym,1329,446.15,1775.15
P00898,Training Cones,Sports,Football,4197,953.43,5150.43
P00899,Sneakers,Clothing,Shoes,1307,420.93,1727.93
P00900,OnePlus 13,Electronics,Smartphone,50134,9947.39,60081.39
P00901,V-Neck T-Shirt,Clothing,T-Shirt,1678,383.34,2061.34
P00902,Running Shoes,Clothing,Shoes,2961,775.22,3736.22
P00903,AirPods Pro,Electronics,Headphones,6005,1275.23,7280.23
P00904,Sennheiser HD 450BT,Electronics,Headphones,10728,4105.03,14833.03
P00905,Graphic T-Shirt,Clothing,T-Shirt,1396,488.93,1884.93
P00906,Flower Vase,Home,Decor,4747,1725.45,6472.45
P00907,Wall Clock,Home,Decor,770,225.21,995.21
P00908,Amazfit GTR 4,Electronics,Smartwatch,19641,5929.82,25570.82
P00909,Pillow,Home,Bedding,6290,1447.72,7737.72
P00910,Samsung Galaxy S24,Electronics,Smartphone,16765,4849.1,21614.1
P00911,Vitamin C Serum,Beauty,Skincare,1656,754.51,2410.51
P00912,Body Wash,Beauty,Personal Care,983,253.21,1236.21
P00913,Electric Kettle,Home,Kitchen,1974,467.38,2441.38
P00914,Moisturizer,Beauty,Skincare,2317,1101.97,3418.97
P00915,Bike Pump,Sports,Cycling,10221,2023.71,12244.71
P00916,Straight Fit Jeans,Clothing,Jeans,2885,679.58,3564.58
P00917,Microsoft Surface Go,Electronics,Tablet,30671,3547.66,34218.66
P00918,Electric Trimmer,Beauty,Personal Care,155,33.86,188.86
P00919,Body Wash,Beauty,Personal Care,1694,540.33,2234.33
P00920,JBL Tune 770NC,Electronics,Headphones,7898,2420.41,10318.41
P00921,Training Cones,Sports,Football,1290,396.27,1686.27
P00922,Toothbrush,Beauty,Personal Care,705,177.61,882.61
P00923,Wardrobe Organizer,Home,Storage,6166,1031.91,7197.91
P00924,Sony WH-1000XM5,Electronics,Headphones,7558,1841.52,9399.52
P00925,Face Wash,Beauty,Skincare,960,378.63,1338.63
P00926,Plastic Storage Box,Home,Storage,4917,1089.62,6006.62
P00927,Face Wash,Beauty,Skincare,2237,676.17,2913.17
P00928,Nothing Phone 3,Electronics,Smartphone,63973,14190.74,78163.74
P00929,Hand Cream,Beauty,Personal Care,368,107.39,475.39
P00930,Hair Serum,Beauty,Haircare,155,59.81,214.81
P00931,Wooden Chair,Home,Furniture,25433,5294.25,30727.25
P00932,Eyeliner,Beauty,Makeup,689,173.8,862.8
P00933,Electric Kettle,Home,Kitchen,7928,2660.8,10588.8
P00934,Roll-On Perfume,Beauty,Fragrance,824,399.33,1223.33
P00935,Dumbbells,Sports,Gym,2766,749.4,3515.4
P00936,Yoga Mat,Sports,Gym,4827,1010.57,5837.57
P00937,Body Wash,Beauty,Personal Care,1450,364.05,1814.05
P00938,Xiaomi Pad 6,Electronics,Tablet,21404,3847.35,25251.35
P00939,Roll-On Perfume,Beauty,Fragrance,1993,910.45,2903.45
P00940,Swim Cap,Sports,Swimming,1707,474.1,2181.1
P00941,Flower Vase,Home,Decor,2706,1059.73,3765.73
P00942,Eyeliner,Beauty,Makeup,2718,804.32,3522.32
P00943,Sunscreen,Beauty,Skincare,1681,552.56,2233.56
P00944,Shoe Rack,Home,Storage,3580,750.85,4330.85
P00945,Canvas Painting,Home,Decor,3210,1176.74,4386.74
P00946,Laundry Basket,Home,Storage,3875,1027.72,4902.72
P00947,Pressure Cooker,Home,Kitchen,1607,329.24,1936.24
P00948,Comforter,Home,Bedding,5242,1185.95,6427.95
P00949,Slim Fit Jeans,Clothing,Jeans,2175,477.98,2652.98
P00950,Bomber Jacket,Clothing,Jacket,2716,814.92,3530.92
P00951,Bomber Jacket,Clothing,Jacket,7134,2992.89,10126.89
P00952,Cricket Ball,Sports,Cricket,6756,1424.83,8180.83
P00953,Lenovo ThinkPad,Electronics,Laptop,36508,7102.09,43610.09
P00954,Cricket Helmet,Sports,Cricket,2517,463.6,2980.6
P00955,Dell Inspiron 15,Electronics,Laptop,45592,13134.2,58726.2
P00956,Google Pixel 9,Electronics,Smartphone,20307,3663.63,23970.63
P00957,Flower Vase,Home,Decor,2120,778.02,2898.02
P00958,Moisturizer,Beauty,Skincare,2368,840.42,3208.42
P00959,Slim Fit Jeans,Clothing,Jeans,2253,734.15,2987.15
P00960,Polo T-Shirt,Clothing,T-Shirt,1687,443.24,2130.24
P00961,Pillow,Home,Bedding,2056,567.98,2623.98
P00962,Non-Stick Pan,Home,Kitchen,9090,2653.26,11743.26
P00963,Water Bottle Cage,Sports,Cycling,3289,683.35,3972.35
P00964,Vitamin C Serum,Beauty,Skincare,719,346.99,1065.99
P00965,Water Bottle Cage,Sports,Cycling,10617,2415.97,13032.97
P00966,Laundry Basket,Home,Storage,3995,1054.13,5049.13
P00967,Hair Serum,Beauty,Haircare,1609,454.18,2063.18
P00968,Shoe Rack,Home,Storage,2874,823.75,3697.75
P00969,Eau de Parfum,Beauty,Fragrance,1087,365.93,1452.93
P00970,Microwave Oven,Home,Kitchen,10141,1591.47,11732.47
P00971,Conditioner,Beauty,Haircare,979,435.86,1414.86
P00972,Cycling Gloves,Sports,Cycling,2431,488.05,2919.05
P00973,Skinny Jeans,Clothing,Jeans,4106,1315.69,5421.69
P00974,AirPods Pro,Electronics,Headphones,3873,809.69,4682.69
P00975,Denim Jacket,Clothing,Jacket,3359,920.8,4279.8
P00976,Wardrobe Organizer,Home,Storage,5513,1244.24,6757.24
P00977,Yoga Mat,Sports,Gym,2825,763.77,3588.77
P00978,Oxford Shirt,Clothing,Shirt,1712,615.42,2327.42
P00979,Mascara,Beauty,Makeup,2207,682.6,2889.6
P00980,Bedsheet,Home,Bedding,6683,2169.29,8852.29
P00981,Shampoo,Beauty,Haircare,1056,381.47,1437.47
P00982,Football Boots,Sports,Football,1307,244.18,1551.18
P00983,Xiaomi Pad 6,Electronics,Tablet,17135,2469.33,19604.33
P00984,Swim Cap,Sports,Swimming,3158,751.46,3909.46
P00985,Bike Pump,Sports,Cycling,8053,1843.58,9896.58
P00986,Flower Vase,Home,Decor,511,117.71,628.71
P00987,Casual Shirt,Clothing,Shirt,1155,232.56,1387.56
P00988,Mountain Bike,Sports,Cycling,6373,1897.24,8270.24
P00989,Apple Watch Series 10,Electronics,Smartwatch,12745,2838.1,15583.1
P00990,Vitamin C Serum,Beauty,Skincare,1506,652.91,2158.91
P00991,Mixer Grinder,Home,Kitchen,7155,1548.3,8703.3
P00992,Football,Sports,Football,921,178.56,1099.56
P00993,Pillow,Home,Bedding,5373,1356.62,6729.62
P00994,Bike Pump,Sports,Cycling,2909,851.9,3760.9
P00995,Laundry Basket,Home,Storage,3460,818.4,4278.4
P00996,Face Razor,Beauty,Personal Care,721,157.16,878.16
P00997,Pressure Cooker,Home,Kitchen,5427,977.61,6404.61
P00998,Swimming Fins,Sports,Swimming,3493,973.92,4466.92
P00999,Eau de Parfum,Beauty,Fragrance,1369,573.73,1942.73
P01000,Helmet,Sports,Cycling,9886,2205.74,12091.74
